id,pop,shop,brand,container,capacity,price,quantity
5415,138200,shop_2,adult-cola,plastic,1.5lt,3.33,12210
5416,138200,shop_2,adult-cola,can,330ml,0.82,16708
5417,138200,shop_2,orange-power,plastic,1.5lt,1.33,26449
5418,138200,shop_2,orange-power,can,330ml,0.61,23468
5419,138200,shop_2,gazoza,glass,500ml,0.69,36593
5420,138200,shop_2,gazoza,can,330ml,0.39,32515
5421,138200,shop_2,lemon-boost,glass,500ml,1.02,17770
5422,138200,shop_2,lemon-boost,plastic,1.5lt,1.78,14977
5423,138200,shop_2,lemon-boost,can,330ml,0.5,26760
5424,168501,shop_6,kinder-cola,glass,500ml,1.57,12221
5425,168501,shop_6,kinder-cola,can,330ml,0.8,21309
5426,168501,shop_6,adult-cola,glass,500ml,1.08,26063
5427,168501,shop_6,adult-cola,plastic,1.5lt,2.19,21516
5428,168501,shop_6,orange-power,plastic,1.5lt,1.71,33003
5429,168501,shop_6,orange-power,can,330ml,0.58,38064
5430,168501,shop_6,gazoza,glass,500ml,0.66,51523
5431,168501,shop_6,gazoza,can,330ml,0.37,45373
5432,168501,shop_6,lemon-boost,glass,500ml,0.91,28556
5433,168501,shop_6,lemon-boost,plastic,1.5lt,2.05,18090
5434,168501,shop_6,lemon-boost,can,330ml,0.55,30448
5435,353001,shop_4,kinder-cola,glass,500ml,1.58,10936
5436,353001,shop_4,kinder-cola,plastic,1.5lt,3.84,8547
5437,353001,shop_4,kinder-cola,can,330ml,0.62,23128
5438,353001,shop_4,adult-cola,glass,500ml,1.08,22654
5439,353001,shop_4,adult-cola,plastic,1.5lt,1.75,23882
5440,353001,shop_4,adult-cola,can,330ml,0.86,16510
5441,353001,shop_4,orange-power,plastic,1.5lt,2.08,16579
5442,353001,shop_4,gazoza,glass,500ml,0.81,20181
5443,353001,shop_4,gazoza,plastic,1.5lt,1.03,35118
5444,353001,shop_4,gazoza,can,330ml,0.39,34092
5445,353001,shop_4,lemon-boost,glass,500ml,0.69,36282
5446,353001,shop_4,lemon-boost,plastic,1.5lt,2.55,10707
5447,353001,shop_4,lemon-boost,can,330ml,0.59,23190
5448,665871,shop_3,kinder-cola,glass,500ml,1.51,7100
5449,665871,shop_3,kinder-cola,plastic,1.5lt,4.01,4678
5450,665871,shop_3,kinder-cola,can,330ml,0.98,6232
5451,665871,shop_3,adult-cola,glass,500ml,1.23,12842
5452,665871,shop_3,adult-cola,plastic,1.5lt,2.95,8830
5453,665871,shop_3,adult-cola,can,330ml,0.64,16380
5454,665871,shop_3,orange-power,glass,500ml,1.01,14517
5455,665871,shop_3,orange-power,plastic,1.5lt,2.63,6057
5456,665871,shop_3,orange-power,,330ml,0.48,23044
5457,665871,shop_3,gazoza,glass,500ml,0.78,13600
5458,665871,shop_3,gazoza,can,330ml,0.42,14966
5459,665871,shop_3,lemon-boost,plastic,1.5lt,2.61,7004
5460,665871,shop_3,lemon-boost,can,330ml,0.74,9333
5461,144302,shop_5,kinder-cola,plastic,1.5lt,2.89,6254
5462,144302,shop_5,kinder-cola,can,330ml,0.94,10583
5463,144302,shop_5,adult-cola,glass,500ml,1.09,16344
5464,144302,shop_5,adult-cola,plastic,1.5lt,2.7,11190
5465,144302,shop_5,adult-cola,can,330ml,0.51,22169
5466,144302,shop_5,orange-power,glass,500ml,0.85,20422
5467,144302,shop_5,orange-power,plastic,1.5lt,1.17,21673
5468,144302,shop_5,orange-power,can,330ml,0.38,39887
5469,144302,shop_5,gazoza,glass,500ml,0.64,28621
5470,144302,shop_5,gazoza,plastic,1.5lt,1.58,12035
5471,144302,shop_5,lemon-boost,plastic,1.5lt,2.06,11389
5472,144302,shop_5,lemon-boost,can,330ml,0.69,13027
5473,665871,shop_1,orange-power,glass,500ml,0.75,31975
5474,353001,shop_4,orange-power,can,330ml,0.53,33439
5475,138200,shop_2,gazoza,plastic,1.5lt,1.05,32674
5476,168501,shop_6,adult-cola,can,330ml,0.53,36372
5477,168501,shop_6,kinder-cola,plastic,1.5lt,2.08,18265
5478,665871,shop_1,gazoza,can,330ml,0.36,27956
5479,138200,shop_2,kinder-cola,glass,500ml,1.29,14286
5480,665871,shop_3,lemon-boost,glass,500ml,0.88,16049
5481,144302,shop_5,kinder-cola,glass,500ml,1.68,6153
5482,353001,shop_4,orange-power,glass,500ml,0.82,39171
5483,168501,shop_6,gazoza,plastic,1.5lt,0.91,43831
5484,665871,shop_1,lemon-boost,can,330ml,0.52,22270
5485,138200,shop_2,orange-power,glass,500ml,0.91,25175
5486,144302,shop_5,gazoza,can,330ml,0.27,46053
5487,144302,shop_5,lemon-boost,glass,500ml,0.98,14760
5488,168501,shop_6,orange-power,glass,500ml,0.91,27331
5489,665871,shop_3,gazoza,plastic,1.5lt,1.4,12555
5490,665871,shop_1,kinder-cola,glass,500ml,1.78,4708
5491,665871,shop_1,kinder-cola,plastic,1.5lt,2.63,8563
5492,665871,shop_1,kinder-cola,can,330ml,0.64,12869
5493,665871,shop_1,adult-cola,glass,500ml,0.8,18233
5494,665871,shop_1,adult-cola,can,330ml,0.74,18144
5495,665871,shop_1,orange-power,glass,500ml,0.75,24057
5496,665871,shop_1,orange-power,plastic,1.5lt,1.28,19038
5497,665871,shop_1,orange-power,can,330ml,0.39,31169
5498,665871,shop_1,gazoza,glass,500ml,0.76,14414
5499,665871,shop_1,gazoza,plastic,1.5lt,1.56,7113
5500,665871,shop_1,lemon-boost,glass,500ml,0.81,16814
5501,665871,shop_1,lemon-boost,plastic,1.5lt,1.9,9766
5502,138200,shop_2,kinder-cola,glass,500ml,1.1,13630
5503,138200,shop_2,kinder-cola,plastic,1.5lt,2.82,8939
5504,138200,shop_2,kinder-cola,can,330ml,0.97,7425
5505,138200,shop_2,adult-cola,glass,500ml,1.12,15359
5506,138200,shop_2,adult-cola,plastic,1.5lt,2.85,8422
5507,138200,shop_2,adult-cola,can,330ml,0.85,14346
5508,138200,shop_2,orange-power,glass,500ml,1.21,6435
5509,138200,shop_2,orange-power,plastic,1.5lt,0.69,28999
5510,138200,shop_2,orange-power,can,330ml,0.5,32193
5511,138200,shop_2,gazoza,glass,500ml,0.75,20119
5512,138200,shop_2,gazoza,plastic,1.5lt,0.82,31517
5513,138200,shop_2,gazoza,can,330ml,0.34,33879
5514,138200,shop_2,lemon-boost,glass,500ml,1.27,8579
5515,138200,shop_2,lemon-boost,plastic,1.5lt,2.89,5879
5516,138200,shop_2,lemon-boost,can,330ml,0.47,24297
5517,168501,shop_6,kinder-cola,glass,500ml,1.6,12068
5518,168501,shop_6,kinder-cola,plastic,1.5lt,3.07,10991
5519,168501,shop_6,kinder-cola,can,330ml,0.76,15032
5520,168501,shop_6,adult-cola,glass,500ml,1.15,21282
5521,168501,shop_6,adult-cola,plastic,1.5lt,2.94,13177
5522,168501,shop_6,adult-cola,can,330ml,0.63,32273
5523,168501,shop_6,orange-power,plastic,1.5lt,0.94,38214
5524,168501,shop_6,orange-power,can,330ml,0.63,23166
5525,168501,shop_6,gazoza,glass,500ml,0.65,48715
5526,168501,shop_6,gazoza,can,330ml,0.34,53037
5527,168501,shop_6,lemon-boost,glass,500ml,0.97,23281
5528,168501,shop_6,lemon-boost,plastic,1.5lt,2.82,9722
5529,168501,shop_6,lemon-boost,can,330ml,0.51,26002
5530,353001,shop_4,kinder-cola,glass,500ml,1.57,8429
5531,353001,shop_4,kinder-cola,plastic,1.5lt,3.93,6184
5532,353001,shop_4,kinder-cola,can,330ml,1.11,6479
5533,353001,shop_4,adult-cola,glass,500ml,0.56,25398
5534,353001,shop_4,adult-cola,plastic,1.5lt,2.16,16878
5535,353001,shop_4,adult-cola,can,330ml,0.55,28422
5536,353001,shop_4,orange-power,glass,500ml,1.02,19788
5537,353001,shop_4,orange-power,can,330ml,0.42,33577
5538,353001,shop_4,gazoza,glass,500ml,0.65,29058
5539,353001,shop_4,gazoza,plastic,1.5lt,1.24,19884
5540,353001,shop_4,lemon-boost,glass,500ml,1.27,11481
5541,353001,shop_4,lemon-boost,plastic,1.5lt,2.5,9398
5542,353001,shop_4,lemon-boost,can,330ml,0.57,21353
5543,665871,shop_3,kinder-cola,glass,500ml,0.96,10394
5544,665871,shop_3,kinder-cola,plastic,1.5lt,4.11,3010
5545,665871,shop_3,kinder-cola,can,330ml,0.79,8632
5546,665871,shop_3,adult-cola,glass,500ml,0.96,12336
5547,665871,shop_3,adult-cola,can,330ml,0.69,14487
5548,665871,shop_3,orange-power,glass,500ml,1.11,9611
5549,665871,shop_3,orange-power,can,330ml,0.51,17118
5550,665871,shop_3,gazoza,glass,500ml,0.84,8433
5551,665871,shop_3,lemon-boost,plastic,1.5lt,1.15,11506
5552,665871,shop_3,lemon-boost,can,330ml,0.71,8186
5553,144302,shop_5,kinder-cola,glass,500ml,1.65,6637
5554,144302,shop_5,adult-cola,glass,500ml,0.51,24993
5555,144302,shop_5,adult-cola,plastic,1.5lt,2.32,12410
5556,144302,shop_5,adult-cola,can,330ml,0.71,17812
5557,144302,shop_5,orange-power,plastic,1.5lt,2.38,7214
5558,144302,shop_5,orange-power,can,330ml,0.67,11163
5559,144302,shop_5,gazoza,glass,500ml,0.79,12461
5560,144302,shop_5,gazoza,plastic,1.5lt,1.14,13550
5561,144302,shop_5,lemon-boost,glass,500ml,1.21,7261
5562,144302,shop_5,lemon-boost,plastic,1.5lt,1.65,13581
5563,144302,shop_5,lemon-boost,can,330ml,0.52,14067
5564,665871,shop_1,lemon-boost,can,330ml,0.51,21533
5565,168501,shop_6,orange-power,glass,500ml,0.8,39373
5566,665871,shop_1,gazoza,can,330ml,0.38,25024
5567,665871,shop_3,lemon-boost,glass,500ml,1.12,7018
5568,665871,shop_1,adult-cola,plastic,1.5lt,1.46,15298
5569,665871,shop_3,orange-power,plastic,1.5lt,1.95,10375
5570,144302,shop_5,kinder-cola,can,330ml,0.76,8104
5571,144302,shop_5,orange-power,glass,500ml,0.79,18633
5572,665871,shop_3,adult-cola,plastic,1.5lt,3.49,7114
5573,144302,shop_5,gazoza,can,330ml,0.39,21147
5574,353001,shop_4,orange-power,plastic,1.5lt,2.08,17014
5575,665871,shop_3,gazoza,can,330ml,0.38,19752
5576,144302,shop_5,kinder-cola,plastic,1.5lt,1.35,11496
5577,665871,shop_3,gazoza,plastic,1.5lt,0.63,21480
5578,168501,shop_6,gazoza,plastic,1.5lt,1.35,20054
5579,353001,shop_4,gazoza,can,330ml,0.39,28989
5580,665871,shop_1,kinder-cola,glass,500ml,1.07,18118
5581,665871,shop_1,kinder-cola,plastic,1.5lt,4.54,5909
5582,665871,shop_1,kinder-cola,can,330ml,0.64,16806
5583,665871,shop_1,adult-cola,glass,500ml,0.55,37958
5584,665871,shop_1,adult-cola,plastic,1.5lt,2.1,20732
5585,665871,shop_1,adult-cola,can,,0.46,32284
5586,665871,shop_1,orange-power,glass,500ml,0.67,42758
5587,665871,shop_1,orange-power,can,330ml,0.53,34691
5588,665871,shop_1,gazoza,glass,500ml,0.78,24310
5589,665871,shop_1,lemon-boost,glass,500ml,1.12,14531
5590,665871,shop_1,lemon-boost,plastic,1.5lt,2.14,14048
5591,665871,shop_1,lemon-boost,can,330ml,0.71,15076
5592,138200,shop_2,kinder-cola,glass,500ml,1.7,8945
5593,138200,shop_2,kinder-cola,plastic,1.5lt,2.87,11986
5594,138200,shop_2,kinder-cola,can,330ml,0.68,21546
5595,138200,shop_2,adult-cola,glass,500ml,0.65,36509
5596,138200,shop_2,adult-cola,plastic,1.5lt,2.71,17386
5597,138200,shop_2,orange-power,glass,500ml,1.08,24136
5598,138200,shop_2,orange-power,plastic,1.5lt,1.66,27739
5599,138200,shop_2,orange-power,can,330ml,0.43,52508
5600,138200,shop_2,gazoza,glass,500ml,0.63,49679
5601,138200,shop_2,gazoza,plastic,1.5lt,0.81,38246
5602,138200,shop_2,lemon-boost,glass,500ml,0.83,26762
5603,138200,shop_2,lemon-boost,plastic,1.5lt,2.56,12620
5604,138200,shop_2,lemon-boost,can,330ml,0.76,15245
5605,168501,shop_6,kinder-cola,glass,500ml,1.15,24587
5606,168501,shop_6,kinder-cola,plastic,1.5lt,2.44,17529
5607,168501,shop_6,kinder-cola,can,330ml,0.79,23234
5608,168501,shop_6,adult-cola,glass,500ml,1.21,37878
5609,168501,shop_6,adult-cola,plastic,1.5lt,2.35,25732
5610,168501,shop_6,orange-power,glass,500ml,0.95,34707
5611,168501,shop_6,orange-power,can,330ml,0.52,52555
5612,168501,shop_6,gazoza,glass,500ml,0.69,50193
5613,168501,shop_6,gazoza,plastic,1.5lt,1.08,40958
5614,168501,shop_6,gazoza,can,330ml,0.41,50154
5615,168501,shop_6,lemon-boost,glass,500ml,1.08,25656
5616,168501,shop_6,lemon-boost,plastic,1.5lt,2.38,19480
5617,168501,shop_6,lemon-boost,can,330ml,0.41,46575
5618,353001,shop_4,kinder-cola,glass,500ml,1.34,16946
5619,353001,shop_4,kinder-cola,can,330ml,0.61,23621
5620,353001,shop_4,adult-cola,glass,500ml,1.06,33213
5621,353001,shop_4,adult-cola,plastic,1.5lt,3.55,15138
5622,353001,shop_4,adult-cola,can,330ml,0.67,29922
5623,353001,shop_4,orange-power,glass,500ml,1.14,24451
5624,353001,shop_4,orange-power,plastic,1.5lt,1.6,28613
5625,353001,shop_4,orange-power,can,330ml,0.6,31266
5626,353001,shop_4,gazoza,glass,500ml,0.68,47726
5627,353001,shop_4,gazoza,can,330ml,0.37,50454
5628,665871,shop_3,kinder-cola,glass,500ml,1.29,11311
5629,665871,shop_3,kinder-cola,can,330ml,1.02,7921
5630,665871,shop_3,adult-cola,glass,500ml,1.29,13988
5631,665871,shop_3,adult-cola,plastic,1.5lt,2.45,12424
5632,665871,shop_3,adult-cola,can,330ml,0.74,17185
5633,665871,shop_3,orange-power,glass,500ml,1.09,14492
5634,665871,shop_3,orange-power,can,330ml,0.59,18747
5635,665871,shop_3,gazoza,plastic,1.5lt,1.41,14419
5636,665871,shop_3,gazoza,can,330ml,0.47,16072
5637,665871,shop_3,lemon-boost,glass,500ml,0.97,16359
5638,665871,shop_3,lemon-boost,plastic,1.5lt,2.85,7011
5639,144302,shop_5,kinder-cola,glass,500ml,1.69,7163
5640,144302,shop_5,kinder-cola,plastic,1.5lt,3.76,7401
5641,144302,shop_5,kinder-cola,can,330ml,0.9,13579
5642,144302,shop_5,adult-cola,glass,500ml,0.82,25086
5643,144302,shop_5,orange-power,glass,500ml,0.9,28452
5644,144302,shop_5,orange-power,plastic,1.5lt,1.79,15888
5645,144302,shop_5,orange-power,can,330ml,0.48,32754
5646,144302,shop_5,gazoza,glass,500ml,0.66,34671
5647,144302,shop_5,gazoza,plastic,1.5lt,1.42,16088
5648,144302,shop_5,lemon-boost,glass,500ml,0.75,19407
5649,144302,shop_5,lemon-boost,plastic,1.5lt,3.22,5271
5650,144302,shop_5,lemon-boost,can,330ml,0.82,10165
5651,353001,shop_4,lemon-boost,glass,500ml,0.91,31115
5652,144302,shop_5,adult-cola,can,330ml,0.88,12314
5653,353001,shop_4,lemon-boost,can,330ml,0.53,25870
5654,138200,shop_2,adult-cola,can,330ml,0.7,24038
5655,353001,shop_4,gazoza,plastic,1.5lt,1.37,25766
5656,665871,shop_1,gazoza,can,330ml,0.35,42999
5657,168501,shop_6,orange-power,plastic,1.5lt,1.99,31212
5658,665871,shop_3,kinder-cola,plastic,1.5lt,2.55,8814
5659,168501,shop_6,adult-cola,can,330ml,0.5,55222
5660,665871,shop_1,gazoza,plastic,1.5lt,1.15,27804
5661,665871,shop_3,gazoza,glass,500ml,0.78,18170
5662,665871,shop_3,lemon-boost,can,330ml,0.49,20720
5663,144302,shop_5,gazoza,can,330ml,0.35,37843
5664,353001,shop_4,kinder-cola,plastic,1.5lt,3.25,11330
5665,138200,shop_2,gazoza,can,330ml,0.35,51981
5666,665871,shop_1,orange-power,plastic,1.5lt,1.89,23959
5667,144302,shop_5,adult-cola,plastic,1.5lt,2.44,14402
5668,353001,shop_4,lemon-boost,plastic,1.5lt,2.85,11585
5669,665871,shop_3,orange-power,plastic,1.5lt,2.35,11917
5670,665871,shop_1,kinder-cola,glass,500ml,1.4,13101
5671,665871,shop_1,kinder-cola,plastic,1.5lt,3.55,10557
5672,665871,shop_1,kinder-cola,can,330ml,0.53,23325
5673,665871,shop_1,adult-cola,plastic,1.5lt,2.87,15964
5674,665871,shop_1,adult-cola,can,330ml,0.73,25809
5675,665871,shop_1,orange-power,glass,500ml,0.95,33691
5676,665871,shop_1,gazoza,plastic,1.5lt,1.22,28401
5677,665871,shop_1,lemon-boost,glass,500ml,0.62,31513
5678,665871,shop_1,lemon-boost,plastic,1.5lt,1.6,16593
5679,665871,shop_1,lemon-boost,can,330ml,0.55,31032
5680,138200,shop_2,kinder-cola,glass,500ml,1.52,14335
5681,138200,shop_2,kinder-cola,plastic,1.5lt,2.97,15210
5682,138200,shop_2,kinder-cola,can,330ml,0.76,22065
5683,138200,shop_2,adult-cola,glass,500ml,1.2,28537
5684,138200,shop_2,adult-cola,plastic,1.5lt,2.48,20592
5685,138200,shop_2,adult-cola,can,330ml,0.53,49533
5686,138200,shop_2,orange-power,glass,500ml,0.8,46815
5687,138200,shop_2,gazoza,glass,500ml,0.69,39370
5688,138200,shop_2,gazoza,plastic,1.5lt,1.25,30081
5689,138200,shop_2,gazoza,can,330ml,0.37,57191
5690,138200,shop_2,lemon-boost,glass,500ml,1.02,27180
5691,138200,shop_2,lemon-boost,plastic,1.5lt,2.43,17861
5692,138200,shop_2,lemon-boost,can,330ml,0.55,27339
5693,168501,shop_6,kinder-cola,glass,500ml,1.63,17449
5694,168501,shop_6,kinder-cola,plastic,1.5lt,3.06,20044
5695,168501,shop_6,kinder-cola,can,330ml,0.87,25641
5696,168501,shop_6,adult-cola,glass,500ml,1.19,36817
5697,168501,shop_6,adult-cola,plastic,1.5lt,2.53,31037
5698,168501,shop_6,adult-cola,can,330ml,0.69,51974
5699,168501,shop_6,orange-power,glass,500ml,0.96,45610
5700,168501,shop_6,orange-power,plastic,1.5lt,1.81,40998
5701,168501,shop_6,orange-power,can,330ml,0.53,59612
5702,168501,shop_6,gazoza,plastic,1.5lt,1.33,40375
5703,168501,shop_6,gazoza,can,330ml,0.36,65634
5704,168501,shop_6,lemon-boost,plastic,1.5lt,1.73,33281
5705,168501,shop_6,lemon-boost,can,330ml,0.56,40527
5706,353001,shop_4,kinder-cola,glass,500ml,1.47,14601
5707,353001,shop_4,kinder-cola,plastic,1.5lt,3.29,15022
5708,353001,shop_4,adult-cola,glass,500ml,1.18,37190
5709,353001,shop_4,adult-cola,plastic,1.5lt,2.31,28009
5710,353001,shop_4,adult-cola,can,330ml,0.67,41320
5711,353001,shop_4,orange-power,glass,500ml,0.86,47568
5712,353001,shop_4,orange-power,plastic,1.5lt,1.62,34399
5713,353001,shop_4,orange-power,can,330ml,0.57,39858
5714,353001,shop_4,gazoza,glass,500ml,0.73,48745
5715,353001,shop_4,gazoza,plastic,1.5lt,1.02,36949
5716,353001,shop_4,gazoza,can,330ml,0.43,39192
5717,353001,shop_4,lemon-boost,glass,500ml,0.94,28260
5718,353001,shop_4,lemon-boost,plastic,1.5lt,1.84,24088
5719,353001,shop_4,lemon-boost,can,330ml,0.62,34440
5720,665871,shop_3,kinder-cola,glass,500ml,0.69,19021
5721,665871,shop_3,adult-cola,glass,500ml,0.99,21588
5722,665871,shop_3,adult-cola,plastic,1.5lt,2.37,15423
5723,665871,shop_3,adult-cola,can,330ml,0.52,31362
5724,665871,shop_3,orange-power,glass,500ml,0.84,29279
5725,665871,shop_3,orange-power,can,330ml,0.59,24033
5726,665871,shop_3,gazoza,glass,500ml,0.67,31124
5727,665871,shop_3,lemon-boost,glass,500ml,1.03,18978
5728,144302,shop_5,kinder-cola,plastic,1.5lt,2.26,14561
5729,144302,shop_5,adult-cola,glass,500ml,0.9,29324
5730,144302,shop_5,adult-cola,plastic,1.5lt,1.74,23691
5731,144302,shop_5,adult-cola,can,330ml,0.43,37750
5732,144302,shop_5,orange-power,plastic,1.5lt,0.53,41048
5733,144302,shop_5,orange-power,can,330ml,0.6,25768
5734,144302,shop_5,gazoza,glass,500ml,0.68,28488
5735,144302,shop_5,gazoza,plastic,1.5lt,1.61,14188
5736,144302,shop_5,gazoza,can,330ml,0.4,35482
5737,144302,shop_5,lemon-boost,glass,500ml,0.87,22981
5738,144302,shop_5,kinder-cola,glass,500ml,1.14,15333
5739,665871,shop_1,gazoza,glass,500ml,0.66,40327
5740,168501,shop_6,lemon-boost,glass,500ml,1.03,32852
5741,665871,shop_3,orange-power,plastic,1.5lt,1.76,20663
5742,665871,shop_3,kinder-cola,plastic,1.5lt,3.76,7296
5743,144302,shop_5,lemon-boost,can,330ml,0.69,17898
5744,144302,shop_5,kinder-cola,can,330ml,0.64,22969
5745,168501,shop_6,gazoza,glass,500ml,0.71,62409
5746,665871,shop_3,gazoza,plastic,1.5lt,1.51,14068
5747,665871,shop_3,gazoza,can,330ml,0.35,38548
5748,665871,shop_1,gazoza,can,330ml,0.32,50356
5749,138200,shop_2,orange-power,can,330ml,0.42,60857
5750,665871,shop_3,kinder-cola,can,330ml,0.59,25483
5751,665871,shop_3,lemon-boost,can,330ml,0.41,24031
5752,138200,shop_2,orange-power,plastic,1.5lt,2.22,19634
5753,665871,shop_1,orange-power,plastic,1.5lt,1.56,27060
5754,144302,shop_5,lemon-boost,plastic,1.5lt,2.23,17842
5755,665871,shop_3,lemon-boost,plastic,1.5lt,1.5,20273
5756,353001,shop_4,kinder-cola,can,330ml,0.61,27935
5757,665871,shop_1,orange-power,can,330ml,0.54,38815
5758,665871,shop_1,adult-cola,glass,500ml,1.12,26182
5759,144302,shop_5,orange-power,glass,500ml,1.02,23224
5760,665871,shop_1,kinder-cola,glass,500ml,1.72,10614
5761,665871,shop_1,kinder-cola,can,330ml,0.72,23695
5762,665871,shop_1,adult-cola,glass,500ml,1.27,25557
5763,665871,shop_1,adult-cola,plastic,1.5lt,2.91,14759
5764,665871,shop_1,adult-cola,can,330ml,0.77,28304
5765,665871,shop_1,orange-power,glass,500ml,0.97,37266
5766,665871,shop_1,orange-power,plastic,1.5lt,1.82,26595
5767,665871,shop_1,gazoza,glass,500ml,0.72,37253
5768,665871,shop_1,gazoza,plastic,1.5lt,1.43,22869
5769,665871,shop_1,lemon-boost,glass,500ml,0.99,20194
5770,665871,shop_1,lemon-boost,plastic,1.5lt,2.35,15466
5771,138200,shop_2,kinder-cola,glass,500ml,0.91,28044
5772,138200,shop_2,kinder-cola,plastic,1.5lt,2.2,21109
5773,138200,shop_2,kinder-cola,can,330ml,0.61,32285
5774,138200,shop_2,adult-cola,glass,500ml,0.83,42032
5775,138200,shop_2,adult-cola,plastic,1.5lt,2.81,25020
5776,138200,shop_2,adult-cola,can,330ml,0.75,34553
5777,138200,shop_2,orange-power,glass,500ml,0.87,47656
5778,138200,shop_2,orange-power,plastic,1.5lt,2.08,27795
5779,138200,shop_2,orange-power,can,330ml,0.56,48327
5780,138200,shop_2,gazoza,plastic,1.5lt,1.21,41193
5781,138200,shop_2,gazoza,can,330ml,0.37,56289
5782,138200,shop_2,lemon-boost,glass,500ml,1.04,25454
5783,138200,shop_2,lemon-boost,plastic,1.5lt,2.32,20269
5784,168501,shop_6,kinder-cola,plastic,1.5lt,2.82,24208
5785,168501,shop_6,kinder-cola,can,330ml,0.65,38176
5786,168501,shop_6,adult-cola,glass,500ml,1.38,34046
5787,168501,shop_6,adult-cola,plastic,1.5lt,1.24,50764
5788,168501,shop_6,adult-cola,can,330ml,0.71,52853
5789,168501,shop_6,orange-power,plastic,1.5lt,1.73,48220
5790,168501,shop_6,orange-power,can,330ml,0.68,38075
5791,168501,shop_6,gazoza,glass,500ml,0.69,63218
5792,168501,shop_6,gazoza,plastic,1.5lt,1.11,55276
5793,168501,shop_6,gazoza,can,330ml,0.39,74363
5794,168501,shop_6,lemon-boost,glass,500ml,1.05,35525
5795,168501,shop_6,lemon-boost,plastic,1.5lt,2.22,28326
5796,353001,shop_4,kinder-cola,glass,500ml,0.87,36575
5797,353001,shop_4,kinder-cola,plastic,1.5lt,3.25,14368
5798,353001,shop_4,kinder-cola,can,330ml,0.86,25684
5799,353001,shop_4,adult-cola,glass,500ml,1.02,45439
5800,353001,shop_4,adult-cola,plastic,1.5lt,2.09,34485
5801,353001,shop_4,adult-cola,can,330ml,0.57,50621
5802,353001,shop_4,orange-power,glass,500ml,0.94,43491
5803,353001,shop_4,orange-power,can,330ml,0.42,75959
5804,353001,shop_4,gazoza,glass,500ml,0.63,59796
5805,353001,shop_4,gazoza,can,330ml,0.4,53493
5806,353001,shop_4,lemon-boost,plastic,1.5lt,1.79,28965
5807,353001,shop_4,lemon-boost,can,330ml,0.75,26742
5808,665871,shop_3,kinder-cola,plastic,1.5lt,3.71,9163
5809,665871,shop_3,kinder-cola,can,330ml,0.6,19499
5810,665871,shop_3,adult-cola,plastic,1.5lt,2.64,16777
5811,665871,shop_3,adult-cola,can,330ml,0.71,27929
5812,665871,shop_3,orange-power,glass,500ml,0.86,30761
5813,665871,shop_3,orange-power,plastic,1.5lt,1.61,22606
5814,665871,shop_3,orange-power,can,330ml,0.56,28263
5815,665871,shop_3,gazoza,glass,500ml,0.68,34260
5816,665871,shop_3,gazoza,can,330ml,0.49,16072
5817,665871,shop_3,lemon-boost,glass,500ml,0.99,18063
5818,665871,shop_3,lemon-boost,plastic,1.5lt,2.97,9917
5819,665871,shop_3,lemon-boost,can,330ml,0.55,20817
5820,144302,shop_5,kinder-cola,plastic,1.5lt,3.65,8531
5821,144302,shop_5,kinder-cola,can,330ml,0.75,17287
5822,144302,shop_5,adult-cola,glass,500ml,1.2,23739
5823,144302,shop_5,adult-cola,plastic,1.5lt,2.47,18426
5824,144302,shop_5,orange-power,glass,500ml,0.98,31444
5825,144302,shop_5,orange-power,plastic,1.5lt,1.93,25975
5826,144302,shop_5,orange-power,can,330ml,0.36,56586
